ANAL_CODE,KEYWORD_GUBUN,SITE_GUBUN,RLT_VALUE_01,RLT_VALUE_02,RLT_VALUE_03,RLT_VALUE_04,RLT_VALUE_05,RLT_VALUE_06,RLT_VALUE_07,RLT_VALUE_08,RLT_VALUE_09,RLT_VALUE_10
ANAL-211104-0083,0,1,좋아요,콘센트,사이즈,아기가,생각보다,6.61,5.03,3.67,2.72,1.98
ANAL-211104-0083,1,1,기본 콘센트사이즈인데,좋아요,아기가 콘센트에 관심이 많아서 샀는데 저희 콘센트에는 안 맞네요,애기가못만져요이제자꾸코드뽑아서골치아팟는데 좋아며좋아요좋아요좋아요좋아요좋아요좋아요좋아요,콘센트 겉에 있는걸 뜯어내고 붙이니 맞고 뚜껑도 안닫혀 억지로 닫고 테이프붙였어요,,,,,
ANAL-211104-0083,0,1,콘센트,아기가,너무,사이즈,좋아요,8.72,5.54,5.25,4.62,3.77
ANAL-211104-0083,1,1,가로사이즈는 맞는데 세로사이즈가 너무 짧네요,사이즈를 안보고 샀더니안맞아서 못쓰고 있어요,최악사이즈가 안맞고요애기가 쉽게열고요상품평을 봤어야했는데 브랜드만 믿고 구매햇더니 낭패봤네요쓰지도못해요쓰레기만 늘었네요,보니 먼지도 더 잘 낄테고 무엇보다 콘센트에 꽂힌 제품들이 침대에 의해 꺽이고 그래서 불안불안했거든요그래서 고민끝에 구매했는데 구매하길 정말정말 잘한고같아요,저는 전기콘센트가 위쪽으로 되어 있어서 커버를 위 아래 반대로 설치했어요먼지 들어갈거 감안하고 아기 안전만 생각하고 설치참고로 콘센트 겉 덮개 사이즈보고 구매하세요기존 콘센트 덮개위에 2개가 안맞더라구요,,,,,
ANAL-211104-0292,1,1,깔끔하게 정리할 수 있고 가격도 적당해서 다 쓰면 또 구매할거같아요생각보다 튼튼해서 놀랍네요 잘 떨어지지도 않고 아주 좋습니다,,,,,,,,,
ANAL-211104-0203,0,0,쉽고,수납공간이,붙이기도,너무,들어,2.62,2.08,1.95,1.29,1.23
ANAL-211104-0203,1,0,수납공간이 너무나 부족한 원룸에 사는 친구에게 선물해 줬는데 너 무 맘에 들어하네요,붙이기도 쉽고,접착력도 좋은거같아요,책상 깔끔하게 치우고 살겠습니다,,,,,,
ANAL-211104-0252,0,1,사료,간식,28L,보관하,쌀통,1.86,1.72,1.34,0.83,0.79
ANAL-211104-0252,1,1,제품품질은만족하지만용량은표기보다적음긴글 싫어하는분  사료 10kg 보관하려 구매함 안들어감상세 강아지사료 10kg짜리 보관하려 구매하였음배송오고 사료 먹이던거 정말 아무리 많아야 9키로 될 듯 보관하려고 안에 쏟아부으니 다 안들어감많이남음남으사료 지퍼백애 보관하니 소형165cm x 149cm 5봉지나옴 가득채움M사이즈는 대략 78키로 들어간다,위에뚜껑오른쪽이자꾸뜹니다뚜껑 양옆에 누르는데도 부러질까봐 조심조심했는데힘세게주고 애들사료담고했는데 오른쪽이 자꾸 뜨길래 계속 힘줘도 그러더라고요 반품하기 귀찮고 당장 사료담을곳이 없어서 테이프라고 붙였는데 자꾸뜨네요,사람쌀통옆에 잇어서 가끔 헷갈려서 뚜껑 열기도해요 ㅋㅋㅋ,높이 8cm로 어떻게 두배가 넘는 용량 차이가 나는건지 물론 측정 하는 방식에 따라 다르겠지만 보통은 저 쌀통 처럼 물이 넘칠때 까지 측정 하는게 정석인데 부피로 따져도 28L 안나올 제품을 왜 28리터로 파는건지 모르겠네요,본체는 왔는데뚜껑이 안왔어요,,,,,
ANAL-211104-0280,0,1,좋아요,사이즈,변기,너무,배송도,6.83,5.06,4.23,4.16,3.04
ANAL-211104-0280,1,1,사이즈도 잘 맞고 깔끔합니다,근데 저희변기 사이즈 보다 커서 사이즈 재보고 사는걸 처천드립니다,갠차늠요10000점 만점에 10000점 드리겟수다블랙이라 시크하고 고급진멋이지만가격대비로 따지면 괜찬은편임 존 쌈마이,감사합니다감사합니다감사합니다감사합니다감사합니다감사합니다감사합니다감사합니다감사합니다감사합니다감사합니다감사합니다감사합니다감사합니다,블랙이라 화이트보다 기스도 안보일거고때도 안타니 조아요사무실 화장실 갈은건데 훨씬 깨끗해보이고깔끔합니다,,,,,
ANAL-211104-0280,0,1,변기,좋아요,너무,그냥,사이즈,6.68,2.98,2.87,2.6,2.26
ANAL-211104-0280,1,1,싼데다 넘 이쁘기까지해요단 겨울이라 차가운건 어쩔수 없겠죠,추석연휴기도 하고 코로나로 나가기가 좀 그래서 주문했어요,와 사람돌아버리네 사람들후기에 자기들변기에 맞지않는다는후기보고 설마 내것도 방심했는데 내가걸림 범석이형이 자기네화장실변기커버에 이거 한번씌워보면 거래처 폭파시킬듯 하다,좋아요,두껑에  홈이 있으니  물이  흐르니  괜찮네요,,,,,
ANAL-211104-0297,0,1,깔끔하,너무,떨어지,튼튼하,사용,1.49,1.19,1.1,0.93,0.78
ANAL-211104-0297,1,1,한번 붙이면 일부러 제거하는거아니고서는 튼튼하게 붙어있어요사용한지 몇달됐는데 완전 만족입니다,정말 잘 떨어지고 가격도 비싸지만 사용 할 수가 없어요,이게 뭔가요접착면과 양면 테이프가 떠어지는거면 몰라도 후크와 양면테이프가 떨어지는건 뭔가요가벼운 가방필통과 얇은책한권 걸어놨는데 계속 떨어져요,일단일주일은문제엄따현관앞에 크리스마스 리스 달고 싶어서 주문했어요,난시크한블랙양면 접착테이프가 견고하면 잘 떨어지지않습니다,,,,,
ANAL-211104-0213,0,0,좋아요,구매,올려놓,,,1.38,1.0,0.97,,
ANAL-211104-0213,1,0,새상품이라하기엔 스크래치가 군데군데 있고 가격대비 엄청 잘산것같진 않지만 잘써보려구요,높이를 잘못봐서 쓰기애매해졌네요,다른 제품들도 구매해서 톤 맞추고 싶을정도입니다잘 쓰겠습니다,선반이 너무 튼튼해서 좋고 거기다 가벼우니 매력 만점이에요,,,,,,
ANAL-211104-0279,0,1,좋아요,저렴,만족,괜찮,가격,1.85,1.35,1.0,0.84,0.82
ANAL-211104-0279,1,1,전에 사용했는데 넘 오래돼서 다시 산건데 예전보다 좀 두터워진 느낌이에요그래서 커버가 올라가지 않아서 난감난감,맘에듭니다,친정 단독주택이라 필수에요,생각보다 더 크네요,좋네요,,,,,
ANAL-211104-0279,0,1,너무,시트,얇아,커버,변기,3.0,2.34,2.33,1.77,1.73
ANAL-211104-0279,1,1,너무성의없는 변기카바예요큰박스에 변기카바만달랑이건 낭비라고생각해요그리고 차이나 스티커룰 떼다가 카바가 찢어졌어요,넘 얇아서  겨우 스티카 띠었네요,소프트 엠보 변기 시트 커버가 얇아서인지 커버가 두 개 배송이 되었습니다 가정용 중형 변기에는 노랑이 시트 변기 커버가 조금 큰 편에 속하는 것 같아요,비데 금가서 덧붙여보려고 샀는데 넘 크네요,얇아서 아쉬워요,,,,,
ANAL-211104-0257,0,1,부서질듯살살,약해요,다루며,넘나약해요금방이라도,뚜껑이,4.07,3.77,2.99,2.55,2.01
ANAL-211104-0257,1,1,뚜껑에 있는 보관함은 닫히지가 않아서 쓸모가 없네요저는 2차 가공해서 잘 닫히게 해서 쓰고 있습니다,넘나약해요금방이라도 부서질듯살살 다루며 사용중ㅋ넘나 부실하고 약합니다,넘나약해요금방이라도 부서질듯살살 다루며 사용중넘나 부실하고 약합니다,,,,,,,
ANAL-211104-0220,0,0,튼튼하고,생각보다,좋아요,배송도,만족,2.62,2.26,2.06,1.09,1.0
ANAL-211104-0220,1,0,깔끔하고 좋아요,저렴하니 내구성은 기대하면 안되겠지만 사진이랑 같아서 만족이에요,만족스러워요,튼튼하고 배송도 빠르고 완전 좋네요,괜찮아요,,,,,
ANAL-211104-0189,0,1,너무,정리,좋아요,깔끔하게,꺼내,2.31,1.53,1.31,1.14,0.62
ANAL-211104-0189,1,1,너무   정리되니 기분체고,정말 혁명입니다,좋어요,정리가 너무 잘 되요,너무 만족입니다,,,,,
ANAL-211104-0189,1,1,싱크대 상부장말고 밑에 서랍에 딱 맞는거 같네요10개 다들어가고 11개까지 들어가네요세로로 8개 가로로 3개 들어감,너무좋아요주방 깔끔하게 정리되서 너무 좋아요10개 딱 알맞게 잘 사용 했습니당종량제는 좀 접어 넣어야해서 귀찮지만한번 정리해두니 너무 좋습니다 강추여,은근 자리차지는 되는거 같은데 깔끔해 보이긴 합니다 아직 실 사용은 안 해봐서 그때그때 뽑아쓸때 어떨지는 잘 모르겠네요 정리하는 김에 다 정리해 놓고 싶은데 스몰이 품절이라 구매를 못했네요스몰 입고좀 해주세요,깔끔해졌어요서랍에있는 종이박스들을 치우고 싶어서 주문하게 됐어요갯수대비 저렴하다 생각되어 구매했구요설명서 하나없이 제품만있어서 처음에 좀 해맸지만가운데 지지대를 감싸듯이 비닐 및 장갑을 넣고 구멍에 쏙쏙 끼워넣으니 모양이 잡히더라구요혹시 저처럼 해매는 분이 계실까싶어 사진 올립니다스티커는 따로 구매하지 않고 집에있는 라벨을 출력해 붙였어요서랍정리하니 깔끔해졌네요,저희집과부모님댁걸로2세트샀어요제품 좋고요 저희껀 잘 왔는데 부모님댁에 하나만 달랑 왔대요 9개 더 보내주세요,,,,,
ANAL-211104-0023,0,1,좋아요,의자,만족합니다,소리,너무,16.41,6.03,5.75,5.1,5.02
ANAL-211104-0023,1,1,의자 끌리는 소리에서 당분간 해방되겠네요,이런거 있는지 모르고 매번 의자들고 고생하고살았는데 디자인도 이쁘고 실용적이고 아주좋슺니다,대형마트의 딱반값이고  식탁의자 새로바꿔서 샀는데 이것도 의자4개씩 하려니 은근 비싸드라고요 그래서 인터넷으로 샀는데 사이즈를너무작게생각해서 겨우 끼웠네요,배송도빠르고   좋은데 사이즈미스로 식탁의자에 꽉끼네요,사용해보고 좋아서 재구매해요,,,,,
ANAL-211104-0023,0,1,좋아요,의자,너무,소리,안나고,12.4,11.27,8.5,7.08,5.89
ANAL-211104-0023,1,1,기대안하고구매했는데너무좋아서일부러후기남겨요완전 굿입니다,소리 거의 안나고 부드럽고 인테리어도 안해치고 좋아요오래사용시 밑에 먼지 쌓여요 자주 닦아줘야됩니다,바닥에는 부직포가 있어서 잘 미끄러져서 소리도 안나고 바닥이 긁히지도 않음,층간소음이 신경 쓰여서 식탁의자랑 식탁발캡 주문 했는데 넘 좋아요 소음이 없어요,가격에비해품질개선이필요한제품이에요두껍고 유명해서 사봤는데  끼우기가 너무 힘들었어요,,,,,
ANAL-211104-0037,1,1,저희집 실크벽지인데 접착력도 좋고 잘 붙어 있어요,만족해요문콕방지 예방엔 최고만족합니다,,,,,,,,
ANAL-211104-0104,1,1,쓰기편해요,,,,,,,,,
ANAL-211104-0007,0,1,좋아요,너무,받았,배송,감사합니다,2.85,1.79,1.61,1.53,1.32
ANAL-211104-0007,1,1,사용을 해보니 안녕하세요집에 이사를 가면서 바람에 문이 잘 닫히고 해서검색을 하다가 지금 제품을 구매하게 되었습니다 가격도 괜찮고  일단 사용을 해보니  문에 잘 고정이 되고디자인도 귀엽고 마음에 듭니다,저렴해서 긴가민가 했는데 생각했던거보다 훨씬 짱짱하고 두꺼워요,혹시나 쿠션이 약할까 걱정했는데 전혀 약하지 않고 튼튼해요,굿굿 애기가 문에서 다칠거 같은 일이  종종 있어서  구매했는데 괜찮네요,배송 빠르게 잘 받았습니다,,,,,
ANAL-211104-0007,0,1,좋아요,문에,문이,전부,많이,4.14,3.86,3.73,2.19,1.98
ANAL-211104-0007,1,1,도어쿠션이 좀 딱딱하네요끼울때 겨우넣었어요,물건은 좋은데 울 아가가 물구 빨고  문에 끼워두면 달라고 짜증 엄청 내면서 울어요,오래쓰면 찢어진다고해야하나 갈라진다고해야하나 그래서 그냥 가성비 좋은걸로 여러개 구매했어요,가위로 입구를좀 짤라서 넓혔더니 딱 맞게들어갔고아예안빼고살려구요겨울에 빼야겠어요,집이 온통 그레이라서 좀 튀기는 하지만 그래도 문 닫길때 혹시나 아기 손가락이 낄수도 있고 문이 쾅쾅 닫기는것도 방지할것 같아 잘 쓰일것 같아요제품은 생각보다 두툼하고 짱짱한것 같아요,,,,,
ANAL-211104-0183,0,1,마음에,너무,좋아요,쉽고,살짝,2.75,2.64,2.18,2.03,1.79
ANAL-211104-0183,1,1,기둥 이어지는 부분이 약해요,조금 수평이 안맞는건지 스티커를 붙여그런건지 흔들거리긴 하는데 넘어질 정도는 아니라 괜찮아요,조립도 쉽고 너무 예뻐요 다만 조립해놓고 보니 양 끝의 튀어나온 부분의 수평이 살짝 안맞는다는 점이 조금 아쉬워요,딱 제가 생각한 대로 크기도 작고 심플해서 마음에 들어요,감사 합니다,,,,,
ANAL-211104-0183,0,1,옷을,걸고빼면,그냥,좋네요,오른쪽,2.69,2.16,1.87,1.56,1.43
ANAL-211104-0183,1,1,오른쪽에 걸려있는 옷을 걸고빼면왼쪽이 들리고 왼쪽옷을 걸고빼면 오른쪽이 살짝 들리는 빈공간에 외투만 걸어둘 생각으로 미니한걸 원했는데사이즈는 딱이네요,행거 아래쪽 사이즈만 기재돼있는데 나무무늬봉 체결하면 봉길이가 55가 넘습니다,조립이 간단 명료해서 좋아요,좁은공간활용하기완벽옷은 많은데 옷걸이가 모자라 옷들이 불상하게 걸려있어서 좁은 공간에 필요한 옷걸이 찾다가 이걸 샀어요,새 제품이라 좀 신경 쓰이는데 그래도 크게 눈에 띄진 않아서 그냥 씁니당 제 코트가 좀 길어서 좀 더 높았으면 좋겠는데 그건 저의 사이즈 체크 미스였네용 적당히 겉옷 걸어놓기 좋아요,,,,,
ANAL-211104-0260,1,1,좋아요 근데 살짝 떨어지긴하네요,예전에 쓰던것들보다 접착력이 좋아서 잘 안떨어 지네요,잘 받았습니다빠른 배송 감사합니다,양면테이프만남아요벌레가 많이 들어와서 가게 출입문 에 붙였더니 하루만에 양면테이프만  너덜너덜  완전 쓰레기만 남음,괜찮아요,,,,,
ANAL-211104-0101,0,1,만족합니다,너무마음에듭니다,좋아요,전선,접착력,5.44,3.28,2.98,1.56,1.0
ANAL-211104-0101,1,1,재구매전선끼우기 쉬워요,근데 색이 투명이라서 전선이 먼가 깔끔하게 정리가 안되네요,전선 깔끔하게정리했어요,좋아요,랜선에 사용하려고 산건데 투명중하고 크롬대가 생각보다 커서 당황했네요,,,,,
ANAL-211104-0101,0,1,접착력이,너무,떨어,좋아요,전선,5.69,5.28,4.26,3.47,3.21
ANAL-211104-0101,1,1,벽지 위에 붙이기엔 접착력이 생각보다 약해서 계속 떨어집니다,접착력 매우없음잘붙어야하는곳엔 정작 잘 안붙고 랜선 연결할때쓸려고 샀는데그냥 결국 집근처가서 전선 스템플 따로 샀네요,싸게 잘 구매해서 쓰고 있습니다,너저분한 선들이 많았는데 타이로 묶고 이걸로 지지대 해주니 깔끔하게 되었어요,접찹력이 진짜 테이프보다 못함,,,,,
ANAL-211104-0184,0,1,슬림,깔끔,걸어,,,1.13,0.87,0.56,,
ANAL-211104-0184,1,1,입었던옷 걸어두려고 샀어요,디자인이 깔끔하고 옷방과 잘 어울립니다잠옷 걸이 혹은 다음날 입을 옷 걸어놓는 용도로 잘 사용하고 있습니다,마음에 들어요,보니 마루 바닥에 끌리는 옷들이 많은 편이예요,자주 입고 나가는 겉옷들을 걸려고 구매했는데 생각보다 많이 걸리고 튼튼합니다,,,,,
ANAL-211104-0184,0,1,행거,걸어,,,,1.37,1.0,,,
ANAL-211104-0184,1,1,조금더튼튼했으면좋겠어요조립은 쉬우나 잘 흔들려요,깔끔하고이쁨색상이 화이트가 귀해서 그런지 검정은 가격이 많이저렴했는데 화이트가 비싸지만 색상땜에선택했어요,조금 흔들 무게감은 없지만 깔끔하게 작은 코너에 놓아도 부담이 없고 밖에서 들어 왔을때  바로 걸 수 있고 손님이 찾아 왔을때 따로 바로 한쪽에 걸어 둘 수 있어 편하고 깔끔합니다,,,,,,,
ANAL-211104-0063,0,1,모서리,투명,접착력이,좋아요,떨어,4.45,4.27,3.34,2.46,2.36
ANAL-211104-0063,1,1,그래서 뾰족한 코너에 붙이려고 구매했습니다아기 키우시는 분들은 비슷한 시기에 필요하실거같아요부딪히기쉬운부분에 하나씩 붙여놓았어요,붙인지 2주밖에 안됐는데 다른걸로 새로 구매해야될것 같네요,아침에받고열받아서 내가 이걸 하나만 왜사겠어요,15갤 애기 있는 집인데너무 잘 떨어져요,보호가 하나도 않되네요아기가 맞혀서 눈옆이 파여 들어갓고 피 고였어요절대 사지 마세요,,,,,
ANAL-211104-0204,1,1,심플하구 이뻐요  생각보다 제품도 커서 책상위에 너저분한것들 다 넣었는데 여유롭게 들어가네요  나중엔 이쁜 잡지같은거 넣고 인테리어용으로 사용하려고 해요  가성비 굿,화이트와 우드의 조합은 감성적인 느낌이 물씬 풍기네요 깔끔한 디자인에 색깔까지 예뻐서 인테리어 소품으로도 딱 좋은것같아요  집 안 어디에 놓아도 다 잘 어울려서 좋고 모던하고 심플하고 감각적인 느낌이라 더욱 좋아요 다용도 바스켓으로 쓸 수 있는데 전 욕실 용품을 담는데 썼더니 딱이네요 여러모로 만족합니다,재구매고데기를 자주 사용하고 여러개 사용해서 화장대 아래에 바구니에 대충 두고 사용했는데 예쁜걸로 바꿔봤어욯크기가 커서 너무 맘에 듭니다 ,마음에 들어요 아기 빨래바구니로 쓰는데 좋아요,이사한 남자친구한테 정리하라고 악세사리 거치대랑 같이 선물해줬어요 어질러놨던게 깔끔해졌구 예뽀여바스켓 생각보다 커서 많이 들어가요,,,,,
ANAL-211104-0204,1,1,예쁘고큼직하네여수건이 약 15개쯤 들어갑니다 보기에도 깔끔하고 전 마음에 드네여,이것저것담아두는데인테리어로도좋네요좋아요 정말좋아요,좋습니다좋아요 이뻐요,메이드인차이나가 뒤에 적혀 있어서 좋았어요 생각보다 크네요 인테리어로는 되게 이쁠거 같아요,,,,,,
ANAL-211104-0311,0,0,벨트,좋아,교체하,구매,,5.08,1.3,1.24,0.89,
ANAL-211104-0311,1,0,만족합니다,벨트가 헤져서 새로 구매했어요,원래 그레이색이었는데 베이지색으로 바꾸고 벨트도 교체해주니 새상품이 되었네요,벨트 필요없다 생각하다가도 아이가 힘들어해도 꼭 써야겠다,조카가 쓰던 하이체어를 물려받았는데 벨트를 잃어버려서 사게됐어요,,,,,
ANAL-211104-0111,0,1,좋아요,유모차,생각보다,튼튼,크고,6.3,3.44,2.68,2.52,2.51
ANAL-211104-0111,1,1,좋아요,가방걸기 좋아요,왔을때 생각보다 커서 완전 튼튼해보여요 아직 사용해보지 않았지만 좋을것 같아요,일단 크기가 만족스럽습니다,배송빠르고 좋아요,,,,,
ANAL-211104-0111,0,1,커서,좋아요,유모차,정말,튼튼,2.93,2.81,2.5,1.94,1.8
ANAL-211104-0111,1,1,유모차가 손잡이가 끈어지지 않는 이상 꽤 지탱할 것 같네요크다고 하는 후기 보고 얼마나 클까 싶었는데 크긴 커도이 정도는 되야 걸고 다니기 편할 것 같아요하나만 있어도 될 것 같을 정도로 크고 튼튼해서 맘에 드네요,다들 등산용품 아니냐고 그러더라고요 유모차가 절충형이라 작은 편은 아닌데 두개 달고나니 좀 부담스럽네요,근데 요즘 코로나때문에 자주 나가지못해 잘사용은 못하고 있어요,두개 왔는데 하나는 리안 스핀로얄에 달아보려구요,후대용에쓰려고 삿는데 튼튼해요,,,,,
ANAL-211104-0123,0,1,너무,좋아요,공기,사용,유모차,2.47,2.32,1.0,0.88,0.83
ANAL-211104-0123,1,1,유모차안에서도 안건들이고 유지잘되고 굳굳굳 끌줄모른다는것에 너무나 만족,아가드 공기청정기구매 전에는 미세먼지가 많아서 아가를 위해 구입했는데  구입하고 나니까 미세먼지가 좋네요,공기청정만 잘해준다면 좋을듯하구요저는 저소음인지 모르겠어요,누구에게 추천해줘도 넘나 좋아할제품후회없는 선택이죠,일단 배송 진짜 빨랐구여유모차 전용이라 그런지 딱 맞더라구요,,,,,
ANAL-211104-0123,0,1,너무,유모차,공기,차에,미세먼지,2.09,1.97,1.92,1.78,1.13
ANAL-211104-0123,1,1,단점 약간의 소음 무게감 가벼운편은 아님 사실상 차에서 쓰면 장점이 많을것 같습니다,집게가있어서정말편해요공기질에따라 전원버튼 색깔바뀌는거 눈으로 확인되니 좋구요윰차에 집게로 딱 고정시키니까 아기 바로 앞에서 공기가 정화되니까너무 만족합니다전원버튼은 터치로 켜는거라 잘됐다안됐다 하긴해요민트가 세일해서 샀는데 컬러도 너무맘에들구 필터넣는덮개겸  전면부가 자석으로딱  닫히니 편리하고 신기했어요,저소음에애기아니어도쓸수있어좋아요이모한테 선물로 보냈습니다,생각보다 조용합니다미세먼지 심한 날 어쩔수없이 아기 데리고 외출하실때 이 제품 쓰시면 조금이나마 안심하실 수 있을거예요,,,,,,
ANAL-211104-0240,1,1,시중에 파는 매트들은 크기가커서 구석구석 틈새를 못채워서 댕댕이가 미끄러졌는데 틈새를 채울 수 있어서 너무너무 좋아요,가격대비괜찮아요붙이고하는건간단해서좋은데얼룩많이묻어잇고모서리부분이휘어져서 뜨네요가격대비괜찮아용,,,,,,,,
ANAL-211104-0043,0,1,잴때마다,좋아요,아이,같아요,좋네요,4.5,2.93,2.69,2.43,2.39
ANAL-211104-0043,1,1,틈틈히 재주고있어요,정확하게 측정은 못하는것 같아요,저정도 얼마나 컷는지 확인도 되고 좋아요,사용법이 조금 어려운 것 같아요키재기 스티커 벽에 붙여 두고 기록하다아이 키 측정하려고 구입했는데 만족 합니다,오차가 너무 큽니다남편이랑 제키를 재는데 10센치이상 계속오차가나오네요,,,,,
ANAL-211104-0043,0,1,키를,키재기,초음파,사용,정확히,3.25,2.48,2.39,2.38,2.21
ANAL-211104-0043,1,1,귀여워용애기 검진아니면  재기힘들었는데 어른도 잴수 잇고 가격 싸게사서 득템했어요,하불량처리행사였나요이벤트로 2천얼마에 아주 싸게 사서 반품안하고 애들 장난감으로 줬습니다,처음에 188 183 140 177 이렇게 나오더라구요그런데 계속 사용하다 보니까 그래도 제 키와 비스무리하게 계속 나오더라구요정확하진 않구요,아기 키 재려고 샀는데에러가 자주 나네요제가 사용을 못하는걸까요사용방법은 심플한거 같은데잘안재어지네요,자세히햇는대잘안되요상품이  안좋아요,,,,,
ANAL-211104-0017,0,1,좋아요,아기가,너무,감사합니다,만족합니다,7.78,2.99,2.09,1.88,1.53
ANAL-211104-0017,1,1,종류가 다양하고 모양도 귀여운게 많아서 좋아요,귀엽네요,재구매좋아요,침대 모서리에 나무기 일어나서 임시방편으로 구입했는데 만족합니다,재구매추가구매해요,,,,,
ANAL-211104-0017,0,1,문이,너무,바나나,좋아요,자꾸,8.46,7.52,4.94,4.16,3.48
ANAL-211104-0017,1,1,방이안닫히고고정이잘되요바람 때문에 방문이 콩 콩 소리를 엄마가 극도로 싫어 하셔서 샀어요너무 귀여워요,매우만족제기준에는  너무  귀엽고  문에 끼우니  고정도  잘되네요저는  만족합니다2000원 정도로  구매  할려고  검색하고  있었는데  4900원이네요,힘없음문닫힘힘없어요,바나나 치발기처럼 단단한 실리콘 기대하고 샀는데완전 얇은 실리콘  게다가 저희집 문틈은 너무 큰가봐요 하나 올 줄 알았는데 두개가 와서 다행인가 두개 끼워야 딱 맞는 제가 원하는 느낌으로 끼워지네요,상품평보고사세요상품평보고 살껄그랬어요,,,,,
ANAL-211104-0058,0,1,좋아요,모서리,좋네요,아기가,배송,20.16,5.9,5.38,5.02,4.83
ANAL-211104-0058,1,1,써보고 재구매할것같아요,대박 동네에서 산 모서리커버가 자꾸 떨어져서 배송비 값이라 사봤는데 안 떨어지고 좋습니다,만족합니다,배송도 빠르고 맘에 들어요,간편하게 설치하기 좋아요,,,,,
ANAL-211104-0058,0,1,모서리,좋아요,아기가,너무,그래도,9.23,8.51,7.36,6.03,4.72
ANAL-211104-0058,1,1,다른 보호대는 떼어냈을 때 가구에 양면 테이프 끈적이가 남아있는데 이 테이프는 아주 깔끔하게 떨어져서 좋아요,별로  추천하고  싶지  않게  잘  떨어집니다,동봉된 양면테입으로 간편하게 붙일수 있는데 양면테입 커팅이 제대로 안되어있어서 가위로 좀 잘라서 썼어요,포토후기는 정말안남기는편인데  남겨요크기도 거슬리지않고 기능에도 충실하고 잘안떨어지겠어요찜해뒀다가 필요하면 또사려구요,투명한거라좋아요말랑말랑 한게 아니라 아이가 부딪히면 아플것 같긴해요,,,,,
ANAL-211104-0169,0,1,너무,사이즈,제품,생각,깔끔,1.94,1.38,1.23,1.0,1.0
ANAL-211104-0169,1,1,근데 가볍기까지색상이 화이트라 필요에따라 여기저기 옮겨써도될것같아요크기도 크지않아 거슬리지도않고 딱 적당해요너무마음에듭니다,이상품은 사이즈심플해서  작은 손세정제  세개정도 들어가면 꽉차는데  더깔끔해줘서 좋아요,정리가되네요높이도 적당해서 저한테 딱 필요한 제품 입니다,괜찮은것같습니다화장실 코너부분에 놓고 자주쓰는 물건들 놓고 사용하려 구매했습니다흰색이라 깔끔하고 이쁘네요사이즈가 조금 더 큰것도 있으면 좋을것 같아요,딱알맞은 사이즈네요,,,,,
ANAL-211104-0239,0,1,깔아,,,,,1.0,,,,
ANAL-211104-0239,1,1,세탁실에 코일매트를 깔아서 생활하다가 올이 풀리는바람에지저분했었는데 퍼즐매트를 깔아주니색상도 잘 맞고 더 푹신해지고 지저분한것도 안보여서 좋네요남은 매트도 다른곳에 잘 활용해보려구요,두께가상당히있어서애들이뛰어다니는데안심되요,미끄러워요,너무이뻐요울강아지괄절보호를위하여,강아지관전을위하여준비했어요,,,,,
ANAL-211104-0091,0,1,좋아요,깔끔,저는,벽지,너무,5.27,2.65,2.54,2.23,2.13
ANAL-211104-0091,1,1,접착테이프가 아주 강력합니다,좋네요,저는 홈씨씨티비 때문에 설치를 했는데 깔끔하고 좋습니다,가격대 성능비 좋아요,불량이라서기분이넘넘상했어용한번 시켰을때는 잘왔는데 이번에는볼품이 없고 불량이 왔어요4개가 들어있는데 3개가 저렇게 반정도가 부러져서 왔네요환불하기에도 아깝기도 하고 돈이 두배로 들어갈 것 같아서그냥 잘라서 쓸껀데요,,,,,
ANAL-211104-0214,0,1,깔끔하고,좋아요,너무,신발,좋네요,3.68,3.38,3.25,2.38,1.94
ANAL-211104-0214,1,1,런닝머신옆에 식구들 운동화정리해놓기 딱 좋네요,심플하니 좋네요,예쁘긴한데 생각보다 약간 인테리어 하기엔 허전한 느낌이 있네요,좁은 현관에 딱이에요,깔끔하고 심플해요,,,,,
ANAL-211104-0214,0,1,좋아,깔끔,,,,1.0,0.6,,,
ANAL-211104-0214,1,1,플라스틱류의 싸구려느낌도 안나고 아담하니 깔끔합니다무엇보다 자리 차지 안하면서도 현관에 널려있던 슬리퍼 운동화 정리하기 딱 좋아요,손잡이 쪽 양쪽 다 긁혀있어요교환 귀찮아 바로 진열했어요아담하니 아이들 신발진열로 사용하기 좋아요,조립형이 아니라 넘 좋았음,근데 240 크록스 뒤로는 안들어가서 잠시 당황했어요,음 심플 탄탄하나크기가작아서아이들 항공운동화사이즈들은 전혀안들어가요날씬한나이크운동화나슬립온등등만 놓아야하니제약이생겨안좋네요,,,,,
ANAL-211104-0149,0,1,좋아요,너무,튼튼하고,이유식,배송,5.88,5.46,4.47,4.44,4.1
ANAL-211104-0149,1,1,여러가지 순기능눕힐 수 있고  식판 탈부착 등만 보아도 이 가격으로 살 수 있을까 싶은데 정말 가성비 최고의 제품  앞으론 브랜드 인지도가 더 높아질거라 예상됩니다,부품이 없어서 교환 요청드렸는데 바로 처리해주셨어요,친척언니 선물로 배송 빠르고 애기의자 좋다고 하네요,아기가 편한지 잘 앉아있어요,조립 하는데 좀 뻑뻑해서 힘들어요그래도 시트색이랑 예뻐서 맘에 드네요,,,,,
ANAL-211104-0149,0,1,너무,의자,좋아요,아기,이유식,11.85,8.21,6.39,6.25,5.19
