ANAL_CODE,KEYWORD_GUBUN,KEYWORD_POSITIVE,SITE_GUBUN,RLT_VALUE_01,RLT_VALUE_02,RLT_VALUE_03,RLT_VALUE_04,RLT_VALUE_05,RLT_VALUE_06,RLT_VALUE_07,RLT_VALUE_08,RLT_VALUE_09,RLT_VALUE_10
ANAL-211104-0045,1,P,0,에어쿠션은 모서리보호대보단 딱딱하긴 하지만 벽에 부딪히는거 보단 훨씬 조으네요,문열리는 가구 모서리에 사용하니 개방도 되며 모서리도 보호됐어요,아이들 있는집에는 필수입니다보호대 붙여놓으면 안전합니다,좋은제품 판매해주셔서 감사합니다 가성비 매우 만족스럽구요,"아이들 있는집에는 필수입니다보호대 붙여놓으면 안전합니다",,,,,
ANAL-211104-0045,1,N,0,같이 온 양면테잎으로는 전혀 붙질 않네요양면 테이프는 따로 사야겠어요ㅜㅜ,식탁아래에 붙이려고 샀어요 좀 푹신한건 아니지만 그래도 없는거 보단 나을꺼 같아용 ㅎㅎㅎ ,만족합니다,만족합니다,,,,,,
ANAL-211104-0045,0,P,1,아이,좋네요,사용,붙이,보호대,1.21,1.2,1.02,0.94,0.88
ANAL-211104-0045,1,P,1,좋네요,딱 좋네요,좋네요냉장고쪽에 붙였는데 잘붙어있네요20cm도 안되게썻네요,엄청 빨리와서 좋습니다,양면테이프는 따로사서 붙이여할거같습니다,,,,,
ANAL-211104-0045,0,N,1,양면테이프,모서,냄새,붙였,떨어지,1.61,1.37,1.29,1.19,1.15
ANAL-211104-0045,1,N,1,다신구매안합니다테이프가 붙어져 나오는게 아니고 직접 붙여야하는 타입이라 불편하고 중요한건 붙이고 한시간도 되지 않아서 다 떨어지네요,그때는 테이프가 투명한 색이었는데 이번에는 약간 누렇더니 붙이면 계속 떨어져요테이프 여유분도 없고 일반 테이프로 붙여도 떨어지고 진짜 돈 아까워요,티비 선반에 붙였는데 접착력 없어요다 떨어져요,실리콘 보호대는 뜯어 먹지도 못하고 좋네요저는 더 단단하게 안떼지게 붙이려고집에 있는 두께가 있는 양면테이프로 붙였어요스폰지에 비해서는 폭신하진 않지만그래도 모서리 모호하는 용도라서 괜찮아요,나중에 뜯어낼때 양면테이프가 가구에 달라붙어서 제거하기 너무 힘들어요,,,,,
ANAL-211104-0310,0,P,1,리필,좋아요,빨리,사용,손톱,3.19,2.92,1.85,1.21,0.67
ANAL-211104-0310,1,P,1,아기 손톱을 날카롭지않게 잘관리할수있을것같아요,계속 긁어서 꾸준히 사용하고있어요,첫째가 다 입으로 빨아먹어브러서 젖어서 리필구매했어요,30개월애기랑 저랑 같이 쓰는데 가성비좋아요전용리필도있고,색깔별로구매할수있으면좋겠어요처음 구매할 때 본품하나 리필 하나 받았는데 생각보다 빨리 닳아서 아직 9개월인데도 벌써 리필을 또 구매하게 됐어요,,,,,
ANAL-211104-0310,0,N,1,빨리,이걸,리필,손톱,,2.7,1.37,1.24,1.18,
ANAL-211104-0310,1,N,1,빨리 끝나는만큼 이것도 덜 닳으니까 더오래 쓸수있을것 같구요,흑흑근데 반품하려햇는데 반품비가 더 비싸서 불가능이라고 떠요 네일트리머 잇는데 이걸로 또 주문햇어요,아기가 뜯어서 이걸 어쩌나 새로 사야하나 하는 찰나에 리필이 있어서 구매해요,,,,,,,
ANAL-211104-0245,1,P,1,샤워기 거치 잘됨사이즈 커서 좋음안정감있음 잘 접히고 잘 펴짐 거치대 세군데 있는거 좋음 레드도 대부분 하얗고 연한 레드 느낌이라 부드러운 느낌으류 색 안튀고 좋음 배수구 구멍도 너무 좋음 가격대는 좀 쎈 느낌이라 별 하나 뺐지만 구매에 후회없음,소형견한테는좀크지만강아지가좋아해요,4키로 강아지인데 크기도 널널하도 높이도 적당했어요 스파시켜주려고 샀는데 만족합니다,샤워기 거치 잘됨사이즈 커서 좋음안정감있음 잘 접히고 잘 펴짐 거치대 세군데 있는거 좋음 레드도 대부분 하얗고 연한 레드 느낌이라 부드러운 느낌으류 색 안튀고 좋음 배수구 구멍도 너무 좋음 가격대는 좀 쎈 느낌이라 별 하나 뺐지만 구매에 후회없음,샤워기 꼽을수있어서 편하구요 접이식이라 또 편하구요생각보다 튼튼해서 좋구요 무엇보다 디쟈인이랑 색상이 너무이뻐서 또또 만족합니당 저희 애기도 들어가서 잘있네용,,,,,
ANAL-211104-0245,1,N,1,접이식샤워기튼튼함다갖춘욕조저는 일단 접이식  샤워기를 꽂을수있는욕조  자리차지 많이 안하는 욕조를 찾고있었는데요 지금 산 이 욕조가 딱이네요 ㅎ저희애기는 말티즈 18키로이구요 들어갔을때 이정도 넉넉하게 남네요 바가지도 따로 주시고 샴푸도 꽂을수있고일단 샤워기를 꽂을수있어서 물 받을때도 넘 편해요다른 저렴한 접이식욕조는 뭔가 튼튼해보이지않고 샤워기 꼽거나 수납할수있는 부분도 없어서 맘에 안들었는데 지금이 욕조는 다 만족해요 튼튼하기도합니다 ㅎ 그리고애기도 많이 불편해하지않고 목욕중에 왠일로 얌전한지 암튼 너무 잘산것같아 맘에 들어요,,,,,,,,,
ANAL-211104-0305,1,P,1,부착력최고유연성도최고방수능력도최고입니다잘부착될까걱정하기도했는데 굴곡이있는것도 재질이부드러워서 너무잘부착도더라구요 이사한집 욕조가 너무 낡아서 교체하고싶은데 비용부담도있어서 리폼을 위해구매했는데 100프로만족입니다 추전드리고 물이닿아도 문제없이부착력이 최고입니다,아기주방놀이꾸미려고샀어요아기 주방놀이 꾸미려고 샀어요가운데 벽부분 리얼하게 해주고파서 구입했어요두장 들어있는데 한장 그대로 붙이니 사이즈 딱 좋아요다른분들 후기에 타일크기가 작다는 글들이 많더라구요 전 아가 장난감에 해줄거라 작은 타일 원했거든요딱 원하는 사이즈가와서 매우 흡족합니다색상도 상품페이지보고 생각했던 색상이고 무엇보다도 아가 주방놀이랑 잘 어울려서 볼때마다 제가 넘 뿌듯해요,좋아요,,,,,,,
ANAL-211104-0305,1,N,1,자꾸떨어져요거울테두리에 붙힐려고 샀어요스티커박리하는데 타일이 벗겨지더라구요한장은 그냥버렸어요ㅠㅠ중간중간 타일벗겨지는통에 뭐 오래쓰진못할것같아요ㅠㅠ제가사용법을 몰라서그런건지ㅜㅜ,색은예쁜데사각많이떨어져서목공풀로붙였어요뜨는게 정말 많네요,,,,,,,,
ANAL-211104-0294,1,P,1,아주유용하게잘쓰고있습니다벽추리에 달 고리가 필요해 사용해봤는데요아주 튼튼하게 잘 설치하게됐네요,,,,,,,,,
ANAL-211104-0294,1,N,1,모든게 다있다는 그곳 보다 비싸요잘 쓰고있어요ㅎㅎㅎㅎㅎㅎ,,,,,,,,,
ANAL-211104-0052,0,P,0,좋아요,좋네요,배송,너무,좋습니다,30.82,7.2,7.14,5.9,5.74
ANAL-211104-0052,1,P,0,감사합니다,두껍고 완전 좋아요,조아요,좋아요,질이 좋아요,,,,,
ANAL-211104-0052,0,N,0,너무,아기가,좋아요,엄청,모서리,6.0,4.77,4.58,4.2,3.55
ANAL-211104-0052,1,N,0,재구매또주문했는데 두껍고 좋아요애기가 몇번이나 부딪혔는데 안우네요,너무 두꺼워서 원하는곳에 못 붙였어요,아이가 잡고서길래 샀어요,16미리 그레이 주문했는데 14미리 아이보리가 왔네요,집고 서기 시작하면서 다칠까봐 걱정되어 제일 두꺼운것으로 샀는데 원했던 두께라 마음에 들어요,,,,,
ANAL-211104-0052,0,P,1,좋아요,너무,아주,아기,마음,3.28,2.06,1.73,1.41,1.1
ANAL-211104-0052,1,P,1,두겁고괜찮아요두꺼워요,키보드 마우스 손목보호대로 씁니다,좋아요만족해요아일랜드식탁밑으로 아기가 지나다니는게 마음에 걸려서 주문했어요,생각보다두툼해요타임특가떠서 샀어요22갤 딸아이가 천방지축이라집안 기둥 모서리 여기저기를 부딪혀요 보통 모서리가드는 돌돌말려오는데이건 두꺼워서그랬을까요,갑자기 걷기시작해서 혼자 서더니 걷어가다가 선반에 쿵 바로 주문햇는데 너무 좋아요,,,,,
ANAL-211104-0052,0,N,1,ㅠㅠ,여기저기,모서리,아기가,너무,1.86,1.83,1.81,1.72,1.65
ANAL-211104-0052,1,N,1,품질은좋으나아기가한번잡으면걍떨어져요품질은 너무 좋은데 접착력이 좀 떨어지는거같아요,비싸요  침대난간에 부착하려고 구입한건데 너무 양이적네요,비싸요 ㅠㅠ 침대난간에 부착하려고 구입한건데 너무 양이적네요 ㅋ,생각보다두툼해요ㅋ타임특가떠서 샀어요22갤 딸아이가 천방지축이라집안 기둥 모서리 여기저기를 부딪혀요ㅜㅜ 보통 모서리가드는 돌돌말려오는데이건 두꺼워서그랬을까요,도톰해서 좋아요한가지 아이가 물어 뜯어요 ㅠㅠ,,,,,
ANAL-211104-0177,0,P,0,조리도구,예뻐,만족합니,간편하,,1.63,1.14,1.0,0.7,
ANAL-211104-0177,1,P,0,우드로 된거중 제일 예뻐요 근데 끝에 고정이 조금만 더 튼튼 햇으면 좋겟어요,화면 그대로 간편하고 걸기 편해서 좋아요,,,,,,,,
ANAL-211104-0177,1,N,0,생각보다 거는 부분 폭이 커서 수납장에 고정이 꽉 안되네요 상자 자른걸 끼워서 사용해야될 것 같아요,걸기는 편한데 s 자형 고리가 너무 커서 자꾸 빠져요,생각보다 안정감 있는거 같아요,,,,,,,
ANAL-211104-0177,1,P,1,씽크대상부장컵걸이로딱씽크대 상부장이 있으면 표시도 안나고 컵이나 조리도구 걸어놓기 좋아요찾던 아이템이라 반갑네요 상부장에 걸어도 문이 잘닫혀 표시가 안나서 더욱 맘에 듭니다,,,,,,,,,
ANAL-211104-0177,1,N,1,진짜 주방 싱크대 사이즈 안맞아서 다른데꺼 두번이나 샀다가 반품한걸 반복했습니다 세번째 구매한 요 제품은 찰떡이네요 머그컵은 너무 커서 세개만 걸고 나머지 고리들은 주방도구 거는 곳으로 옮겼어요 간격 안나와도 고리가 이동이 가능하니까 딴것처럼 간격땜에 반품할 일이 없네요 끝부분은 일자로 평평했음 하는 바람,,,,,,,,,
ANAL-211104-0079,0,P,0,좋아,,,,,1.06,,,,
ANAL-211104-0079,1,P,0,재고 문제로 배송이 지연되었지만 사전에 미리 안내를 해주어 생각보다 빠르게 배송을 받았습니다,좋아요,재구매약간 그레이빛이 화이트싱크대랑 넘  잘어울려요 ㅎ,,,,,,,
ANAL-211104-0079,1,N,0,간편하게 붙이면 설치가 끝이고 잘 쓰고 있데요 원래 둘다 잘 빠지는건지 궁금해요 가끔씩 떨어져요,아이가 잘 못열어요,고정고리부분이 다 떨어져요그게 좀 불편해요,사다놓고 안쓰게되네요,,,,,,
ANAL-211104-0079,0,P,1,좋아요,아기가,떨어져,샀는데,구매,3.01,3.01,1.23,1.1,1.09
ANAL-211104-0079,1,P,1,아기가 자꾸 싱크대문열어서 구매했어요,장점  안전고리는 제가 직장에서 많이 사용해봤는데 요게 제일 편리하더라고요  구멍에 단추식으로 끼우는건 매우 귀찮더라고요   디자인이 깔끔하고 잠금이 간편해서 좋아요,돌지난 아들이 여기저기 만지고 다녀서 문 못열게 하려고 붙였는데 안열리고 좋아요,그래도 아기가 아니라 고양이 때문에 산거라서 그냥저냥 쓸 수는 있을 것 같습니다,합리적이고 싼 가격에 구입하여 제품 잘 사용하고 있습니다,,,,,
ANAL-211104-0079,0,N,1,애기가,바로,아기가,아이가,떨어,3.34,3.24,2.95,2.35,2.08
ANAL-211104-0079,1,N,1,잡화점가서사세요아기 안전을 위한잠금장치 인데 너무쉽게잡아당기고서랍장 고정이 안됩니다한두개 불량이라 생각했는데 전부다 그러네요비닐커버도 벗겨놔서 반품도 못하고이거는 싼게비지떡도 못되네요,내돈주고사서쓰긴했으나제값을못한다 싱크대 하부장에 붙였는데 애기가 열어요없는거만 못하네요,그래사 무척 좋은데아쉬운점은 살짝 누르고 위로 올릴 때 다소 뻑뻑하기도 하고끈끈이가 쉽게 떨어져사 아쉬워요,싼맛에 샀지만 좀 허술합니다열뗘 안에 회색부속이 그냥 툭 예사로 빠지네요,일주일만에 하나 떨어져 나갔고 한달도 안되서 나머지 다 떨어지거나 동그란부분이 떨어져나갔네요,,,,,
ANAL-211104-0016,0,P,0,좋아요,,,,,1.0,,,,
ANAL-211104-0016,1,P,0,잘 받았습니다,좋아요,바닥이 검은 고무가 자꾸떨어지네요,,,,,,,
ANAL-211104-0016,1,N,0,아기가 손으로 집어서 장난감처럼 갖고노네요 ㅠㅠㅠ 더 잘 고정되면 좋을것 같아요ㅠㅠ,2개인지도 모르고 샀다가 너무 많이 사버렸네요 ㅜ,2개인지도 모르고 샀다가 너무 많이 사버렸네요 ,좋으네요근데 좀 아쉬운건 바닥 스폰지가잘 떨어지네요,,,,,,
ANAL-211104-0228,0,P,0,매우,맘에,들어요,살짝,깔끔하고,2.49,2.0,1.28,1.18,0.96
ANAL-211104-0228,1,P,0,잘받았습니다,괜찮아요,사이즈가 작아서 공간 차지도 많이 안하고 깔끔해서 맘에들어요,마감도 깔끔하고 튼튼해요,뒷면은 2배로 커보여서 속눈썹 뽑을때 잘보이겠네요,,,,,
ANAL-211104-0228,1,N,0,튼튼하고  너무 크지 않아서 좋아요,디자인이 심플담백해서 매일 봐도 딜리지않네요,거울사이즈는 생각보다 작지만 우드색감도 마음에 들어요   거칠고 찍힘 자국도 있다하여 살짝 걱정했지만 가격에 비해 이정도면 만족합니다 친구에게 선물할 물품이라 이것저것 준비하는데 거울도 필요하다고 하여 구매했어요 친구도 마음에 들어했으면 좋겠네요  다만 택배상태가 조금 별로라 상자가 찌그러졌는데 겉에니까 문제 없겠지 해서 열었지만 거울포장한 상자도 같이 찌그러져있어서 조금 마음이 그랬답니다 ,,,,,,,
ANAL-211104-0228,0,P,1,생각보다,좋아요,거울,사용,확대,1.96,1.48,1.26,1.0,1.0
ANAL-211104-0228,1,P,1,예뻐요후기를 남길수밖에 없는 비주얼이네요,마감이 안 좋다는 후기가 있었는데 일단 까진 곳이나 깨진 곳 없이 배송 받았어요,,,,,,,,
ANAL-211104-0228,0,N,1,거울,,,,,1.37,,,,
ANAL-211104-0228,1,N,1,거울 테두리가 사진상으론 메탈로 보여서 착각했어요물론 설명엔 화이트라고 적혀 있었는데 받고 나서 봤다는게 함정이였지만 그부분이 좀 저렴해보이긴 한데 보다보니 크게 거슬리진 않더라구요,거울이 울렁임이 심하네요,화이트우드는진리재택근무로 인해 부랴부랴 책상사고 집에 있던 가구들은 버리고 하느라 이번에 전신거울도 버렸는데요,디자인 너무 예쁜데 모서리가 조금 깨져서 왔네요,,,,,,
ANAL-211104-0221,0,P,0,냄비,제품,좋아,,,1.37,1.33,0.76,,
ANAL-211104-0221,1,P,0,너무 좋아요,평소에는 냄비 받침대로도 쓸 수 있고 여러가지로 활용도가 높은 제품이라 만족합니다,사용하기에 좋으네요,냄비 받침대를 많이 써봤지만 이제품 만큼튼튼하고 괜찬은 제품은  없는 거  같네요,,,,,,
ANAL-211104-0221,1,N,0,재구매써보고 좋아서 친정엄마 사드렸어요,,,,,,,,,
ANAL-211104-0221,1,P,1,공간효율성도좋고깔끔하고이뻐요코너용 스토브라서 공간효율도 너무 좋고 편리합니다 냄비 크기에 상관없이 사용할 수 있고 냄비뿐만 아니라 그릇이나 다른 주방용품도 올려 놓을 수 있어서 너무 좋네요,실용템굿굿진심 이거있으면 주방질이 올라가요55평 원룸사는 와중에도 요리하는건 좋아하는데 뭔 한번에 하나밖에 요리를 못해요 냄비같은걸 요리하다가 옆에 둘곳이 없더라고요쇼핑중에 눈에띄어서 한번 구매해봤는데진짜 겁나만족중이에염작은 가스레인지는 안될거같긴한데 인덕션이면 다될듯요 추천,,,,,,,,
ANAL-211104-0125,0,P,1,좋아요,너무,않고,있어요,아기,5.25,3.03,2.45,2.4,1.96
ANAL-211104-0125,1,P,1,가볍고심플해서좋네요,안쪽이 더러운데 잘 안닦이네요돈버렸다치고 다른거 다시샀어요아기가 들고다니기는 가벼워서 장난감으로 잠시 쓸만해요,너무 좋아요,그래서  1단으로 이거샀는데  미끄러지지도않고  저희집세면대높이랑 애들이랑 잘맞아서  좋아요가격도 저렴해서 좋네요,직장에서도 필요해서 구입 아이들 넘어지지않고 좋아요,,,,,
ANAL-211104-0125,0,N,1,살짝,아이,너무,않고,다른,2.44,2.3,2.2,1.89,1.66
ANAL-211104-0125,1,N,1,아주매우위험 다치는줄알고 식겁했어요그리고  뒤에 검은줄이흠사용감느껴진달까튼튼한느낌 전혀없고 제가밟으면 부서질것같은부서지진않겠지만 그런불안감환불하기엔 귀찮아 그냥 둡니다싸서 가격만 맘에들어요,그닥화장실에선 버드시아디딤대 쓰고있는데 씽크대에서 자주 손을 씻어 하나 더 필요해 구매했죠,코끼리같은 제가 올라가면 당연히 푹 하고 꺼지지만아이가 발받침 하기엔 좋아요,바닥에 미끄럼 방지 있는데 미끄럽고저도 넘어질뻔 했네요,밀리지도 않고 바라던제품 최곱니다,,,,,
ANAL-211104-0277,0,P,1,좋아요,가격,저렴,두툼하,푹신,4.33,2.37,1.03,1.03,0.97
ANAL-211104-0277,1,P,1,사이즈도 딱입니다 가격이 저렴해서 부담없이 자주 교체할수 있어 대만족입니다,가격대비 만족합니다,가격도  저렴하고  조리법도  쉬워요,이쁘고좋아요배송이참빠르고좋습니다좋습니다이뻐저렴하고 이쁘네요,푹신해서 좋긴한데앉았다,,,,,
ANAL-211104-0277,0,N,1,자꾸,커버,연결부,고정,뚜껑,3.33,1.51,1.23,1.21,0.94
ANAL-211104-0277,1,N,1,뚜껑과 변기커버 고리연결부분이 헐렁거리서 저혼자 따로 놀고 곧 부러질것 같은 느낌이 들면서 커버를 들었나놨다를 할 수 없음요 거의 뚜껑을 덮어두고 있어요,칼라가맘에듭니다가격에비해좋아요블루로 주문했는데 사진은 진하게 나오네요사진상 스카이블루에서 약간 진한게 블루에요어제 손상된게 와서 교환 신청하니 오늘 새상품으로 왔네요,자꾸 변기속으로 커버가 빠져요,추천해드리고싶지않네요비추상품완전 싸구려상품평이 좋아서 쓸만하다고해서 구매했는데 비닐이네요,뚜껑과 변기커버 고리연결부분이 헐렁거리서 저혼자 따로 놀고 곧 부러질것 같은 느낌이 들면서 커버를 들었나놨다를 할 수 없음요 거의 뚜껑을 덮어두고 있어요ㅠㅠ,,,,,
ANAL-211104-0272,0,P,0,아이가,좋아요,있어서,배송,아기,5.67,2.66,1.62,1.38,1.19
ANAL-211104-0272,1,P,0,패드쿠션 마감이 날카롭겓서 아기 엉덩이 다칠까 우려되여 비닐도 금방 찢어질것 같구요,아기한테 엉덩이가 딱 맞고 엉덩이 닿는 부분이 푹신해서 좋아요,일단 아이가 좋아해요,사용전이지만 좋아요,귀엽구요손잡이가 있어서 편할듯해요,,,,,
ANAL-211104-0272,0,N,0,아이가,있어,변기,손잡이,많이,2.07,1.05,0.86,0.82,0.76
ANAL-211104-0272,1,N,0,변기에 딱 맞아요,엉덩이닿는 부분이 날카로워 아이가 많이 불편해합니다,근데 안쪽 마감부분 닿으면 따갑대요 이부분신경써주세요,그냥 위에 올려두기만하면되요 쿠션도 있고 손잡이도 있어서 안심도 되고요 이게 휴대용으로 이곳 저곳 다닐때 사용 목적으로 구입했거든요,다만  어른 변기와 딱 맞물리지 않고 이동하여 아이가 당황 할적이 있어요,,,,,
ANAL-211104-0272,0,P,1,아이가,좋아요,만족,디자인,손잡이,2.89,2.28,1.82,1.09,1.0
ANAL-211104-0272,1,P,1,빠른배송감사합니다안전하게잘배송되었습니다빠른배송감사합니다,집에선 아기전용변기에 하는데 시집에 갔을때와 여행갈 때 등 밖에서 쓰려고 샀어요,안맞을까봐 걱정했는데 잘 맞아요,남매 둘이서 사용하는거라 남아여아 호불호 없는 디자인으로 선택했어요2 옆부분에 손잡이가 있으니 아이들이 잡고 안정감을 느끼는거 같아요3 분리세척이 쉬워요,4세여아 변기에 앉으니 딱좋은데앉는 푹신한 부분이 탄력은 많이 없는듯 합니다,,,,,
ANAL-211104-0272,0,N,1,변기에,아이가,사용하,,,2.16,1.62,1.0,,
ANAL-211104-0272,1,N,1,배변훈련시키려고 주문했어요뽀로로변기커버 사용하다 떨어트리면서깨져서 새로구입하려다 디자인이 이뻐서구매했어요,23개월여아쓰려구요생각보다 앉는 변기에 잘 맞지않아서 움직여요왜안맞는걸까요,커버겉에 표면이 잘 찌그러져서 좀 그래요아이 안쪽 살이 찝히네요,이것저것 보다 고민끝에 구매했는데 생각보다 별루예요,,,,,,
ANAL-211104-0180,0,P,0,만족합니다,아래쪽에,선반,너무,싱크,2.19,1.96,1.47,1.2,1.0
ANAL-211104-0180,1,P,0,튼튼하고 깔끔하고 주방 아닌곳에 달아도 인테리어에 좋아요,너무 만족해요,부엌 싱크대 상부장 아래쪽에 설치했는데 거는 곳이 있다보니 설치하기도 너무 쉽고 간단하니 좋습니다,선반에 공유기 받침용으로 샀는데 사이즈도 딱이고 튼튼해요,토스터랙에 끼워서 테이블매트 정리용으로 사용하고 있어요 ㅎㅎ,,,,,
ANAL-211104-0180,1,N,0,토스터랙에 끼워서 테이블매트 정리용으로 사용하고 있어요  무거울까봐 걱정했는데 생각보다 가벼워서 좋아요,,,,,,,,,
ANAL-211104-0180,0,P,1,좋아,,,,,1.0,,,,
ANAL-211104-0180,1,P,1,묵직하네요좁은 주방이라 상부장에 이거저거 주렁주렁 매달려있는 상태인데 높이가 낮은 제품이다보니 일단 있는듯 없는듯 해서 좋으네요소창행주 사다 차곡차곡 넣어놓고 끝에 걸어도 볼 생각으로 산건데 잘될진 모르겄어요,,,,,,,,,
ANAL-211104-0180,1,N,1,세로길이가 좀더길었으면너무얕으네요좀 아쉬워요,,,,,,,,,
ANAL-211104-0118,0,P,0,좋아요,,,,,2.51,,,,
ANAL-211104-0118,1,P,0,좋아요,근데 화면이 커서 패드가밑으로 쏠려서 휴지 넣어서 받쳤어요,배송빠르고 좋아요,아이가발이다서 더러워지고신경쓰였는데 깔끔하고 텝두넣을수있고 정리공간이있어서 좋아요,,,,,,
ANAL-211104-0118,0,N,0,걱정,태블릿,더러워,조수석,짜증,1.37,1.02,1.0,0.85,0.63
ANAL-211104-0118,1,N,0,대체로 만족은 하지만 테블릿 넣는 곳이엄청 더러워서 닦아야 하네요,필름부분에 지문자국과 먼지  누가 쓰던거 받은기분이였어요,생각보다 킥매트가 너무 아래에 있어서 활용도가 떨어져요,,,,,,,
ANAL-211104-0118,1,P,1,깔끔하고 사용하기 편리합니다,좋아요,,,,,,,,
ANAL-211104-0118,1,N,1,터치필름부분이찍히고알룩져지저분함,제품확인좀제대로하시길파손된 제품이 와서 두 번을 교환했습니다 박스 완전히 오픈되어 있었고 안에 비닐도 뜯었다가 다시 닫은 티 났고요 고객센터 문의하니 새상품이라는 말만 반복하는데 올린 사진들이 새상품 같나요 결국 세 번째 받은 제품은 박스는 새 걸로 보냈더군요 안에 제품은 원래 그런 건지 모르겠는데 중고도 아닌 새상품이 이런 거라면 제품 제대로 만드셔야할듯요 투명한 부분 더러워서 아무리 닦아도 깨끗해지지 않네요 실밥 여기저기 나와있고요 안 그래도 바쁜 와중에 교환 환불 싸우기 지치고 빨리 사용해야 해서 그냥 쓰는데 구매하실 분들 잘 생각해 보세요,비닐부분이왜이렇게지저분한가요급하게 써야해서 반품은 못했는데요비닐부분이 왜 이렇게 지저분한거죠새거인지 의심될 정도네요,새 제품 맞나요 반품 신청해요,참으로애매한용도지만차량트레이와깔맞춤하기좋음탭을 넣자니 앞면 비닐이 빛에 반사되어 잘 보이지않고아래쪽에 물티슈나 기타등등을 수납하자니 신발이 닿아 지저분해져서 결국 신발을 벗기게됩니다킥매트를 샀으나 킥매트 용도로는 쓰지 못하고 과자보관 용도로 사용중이네요,,,,,
ANAL-211104-0192,0,P,0,좋아요,깔끔하,높이가,뚜껑,디자인,2.35,1.94,1.37,0.88,0.61
ANAL-211104-0192,1,P,0,좋아요,이쁘고 좋아요,그래도 디자인은 예뻐요  잘사용할께요,멀티탭에 먼지쌓이고 지져분에 보이는게 싫어서 구매했는데 일단 깔끔해보여서 만족합니다근데 생각보단 높이가 낮아서 아이폰 충전기꽃으면 높이가 안맞아서 뚜껑이 안닫히더라구요,깔끔해서 좋아요,,,,,
ANAL-211104-0192,0,N,0,뚜껑,멀티탭,,,,1.37,1.0,,,
ANAL-211104-0192,1,N,0,집에있는 멀티탭 5구짜리가 안들어가서 당황했습니다만 새로산 멀티탭 5구는 들어가네요,제품을 구매할려고 할때는 모든 제품 비교하고 리뷰보고 구매를 하게되는데 제가 분명히 멀티땝 6구짜리도 사이즈가 맞는다고 확인햇고 멀티탭정리함,선때문에 뚜껑이 좀 뜨는게 아쉬워요,뚜껑도 잘안닫히고같은 회사 정리함을 쓰고있어서 이뻐서 샀네요,좋아요,,,,,
ANAL-211104-0192,0,P,1,너무,좋네,만족,이쁘,깔끔,1.46,1.15,1.0,0.93,0.92
ANAL-211104-0192,1,P,1,모던하고 바닥에 놓아둬도 깔끔가격이 싸지 않아 돈이 문제일뿐 상품은 너무 좋네요,재주문바로했어요너무 너무 너무 좋네요,이쁘고실용적이에요핸드폰 블루투스 패드 등등 충전하는곳이 항상 너무 지져분해서 구입하게됬어요,뚜껑의 무게감이 마음에 듭니다,모던하고 바닥에 놓아둬도 깔끔가격이 싸지 않아 돈이 문제일뿐 ㅡㅡ상품은 너무 좋네요 ㅋㅋ,,,,,
ANAL-211104-0192,0,N,1,너무,제대로,뚜껑이,불편하다,다시,2.25,1.56,1.4,1.17,1.12
ANAL-211104-0192,1,N,1,한번 정리하면 하나라도 다시 뺐다 꼈다하기 너무 불편해요당연히 작은 사이즈 큰 사이즈 똑같을 줄 알고 제대로 안보고 주문해 잘못이죠,불편하네요,강추큰싸이즈도추가구매해서 방방 거실 전선들이 다들 숨어버렸네요,키 174에 몸무게 65인 호리호리한 제가18년전쯤 유도 1년 해봤습니다,,,,,,
ANAL-211104-0295,1,P,1,잘박혀요 못대신 좋아요여자 혼자서 박기도 괜찮고다만 많아요 ㅎ ㅎㅎㅎㅎ,좋아요,완전 좋았어요 감사합니다v,,,,,,,
ANAL-211104-0295,1,N,1,너무약한플라스틱사용방법에도 망치로 박는거라그래서 박고닜는데 계속 떨어지고 부서지고 겨우 매달아는 놧는데 안전성은 영 없어보입니다 꼭꼬핀이 쇠막대가 길어서 차라리 더 안전할 듯도 하고 육키로를 버틴다는게 의심이 되지만 일단 써보고 한달 후에 잘 쓰고 있는지 리뷰남길게요 무타공이라 좋긴한데 두개 달아두려고 배를 부셨으니,부착하기 힘드네요망치로 두둥겨도 거는 부분에서 잘 부러져서 몇개를 버렸어요,잘박혀요 못대신 좋아요여자 혼자서 박기도 괜찮고다만 많아요  ,,,,,,,
ANAL-211104-0095,0,P,1,튼튼,만족,,,,1.0,1.0,,,
ANAL-211104-0095,1,P,1,정말맘에들어요일단 알류미늄이라 튼튼하구요,사무실 이전하고 선정리하는데 잘썻습니다,,,,,,,,
ANAL-211104-0095,1,N,1,회사배선정리하려고주문했는데튼튼하고좋아요플라스틱으로 된건 약해서 이걸 시켰는데 깔끔하고 튼튼하고 좋습니다 여러개 묶음이라 좋네요 배송도 로켓이라 굿입니댜,제품에 만족합니다 배송에는 더욱 더 만족합니다 쿠팡의 배송능력 때문에 쿠팡을 자주 이용하게 되었습니다,비추두개 주문했는데 하나만 왔어요,선이 많이 들어갈수 있어 좋긴 한데 잘 잘라지지 않아서 난감하네요,,,,,,
ANAL-211104-0070,0,P,0,아이가,좋아요,마스크,너무,숨쉬기,4.02,3.18,2.83,1.66,1.56
