ANAL_CODE,KEYWORD_GUBUN,KEYWORD_POSITIVE,SITE_GUBUN,RLT_VALUE_01,RLT_VALUE_02,RLT_VALUE_03,RLT_VALUE_04,RLT_VALUE_05,RLT_VALUE_06,RLT_VALUE_07,RLT_VALUE_08,RLT_VALUE_09,RLT_VALUE_10
ANAL-211104-0087,0,P,1,구매,이벤트로,가스렌지,쿠팡체험단,상품을,3.52,3.21,3.12,3.11,2.49
ANAL-211104-0087,1,P,1,쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다,그리고 사용하지않을때 열어놓을 수 있다는점도 꽤 좋았어요아기한텐 안전하지만 요리하는 사람에겐 조금 불편할 수도 있겠다 싶었거든요,간만의 득템 이에요아이가 있는 집 이라면 한번쯤 고민 하시고 현명한 선택 하시길 바래요 쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다,전 가스렌지 안전가드라 재질이 이럴꺼라고는 생각을 못했었거든요안전가드라 붙여놓으면 그래도 뜨거운 열기가 닿을텐데 불나는거 아닌가 싶어서 설명서 보니 안전하더라구요조금 더 사용해보고 후기 다시 남기겠습니다지금 상태로는 만족스러워요,걷는아이들이있는집이라면꼭설치하세요아가드 가스레인지 안전가드 후기를 남기자면 정말 잇템 이에요,,,,,
ANAL-211104-0087,0,N,1,가스레인지,구매,이벤트로,안전가드를,아이가,3.04,2.78,2.72,2.44,2.16
ANAL-211104-0087,1,N,1,가끔 기름이 엄청 많이 높게 튈때는 넘어오는 경우도 있지만 대부분 요리할때 나오는 기름 튀는 양념 뜨거운 물 화구에는 안전해져서 안심이에요설치방법은 무척 간단한데 설명서가 복잡하게 적혀있더라구요,아이의안전을위해14개월 된 아이를 키우고 있는데키가 점점 커지면서 손을 뻗으면 가스레인지에 닿겠더라구요음식을 할때는 못오게 하면 되겠지만음식 다하고 나도 잔 열감이 있으니깐 손이라도 닿으면화상을 입겠다,쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다,더더욱 저희집 같은 구조면 해야할거같아요그리고 불이 안붙는 재질이라 안심도 되고 사용하지않을땐 옆으로 돌려놓음 되요 쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다,,,,,,
ANAL-211104-0114,1,P,0,좋아요좋아요좋아요,배송도 빠르고 저렴하고 좋아요차에다 두고 사용하고 있는데 너무 편하게 사용하고있어요,차에서 쓰려고 샀는데 깔끔해요사용전이지만 좋을 거 같아요,사용전이지만 넉넉한 용량이 맘에 들어요,너무좋아요너무좋아요,,,,,
ANAL-211104-0303,1,P,1,시공해놓으면 고급스러워요화장실에1차 시공하고 모자라 다시구입시공참고로24시간 넘게꼭기다려야 잘부착됨니다만약 사워후에 12장 일어나면 실리콘으로 부착하면 확실합니다 너무좋읍니다 고급스럽고 심플합니다,욕실바닥 미끄럼방지용으로 구입  좋은데 가격이 좀,면적이넓어서좋아요,좋아요배송이 주말이었는데도 하루만에 와서 좋았고 상품도 써보니 괜찮은 것 같아요 맨발로 다니기엔 미끄러운데 신발 신으면 괜찮은 것 같아요,,,,,,
ANAL-211104-0303,0,N,1,애들,,,,,1.0,,,,
ANAL-211104-0303,1,N,1,이쁘긴이뻐요욕실바닥이 미끄러워서 샀는데이쁘긴 이뻐요 깔끔하고근데 몇개는 잘안붙는거같아요,나머지도 지금 상태가 영 불안해요불량인지 원래 이런건지 괜히 붙어잇는 애들 땜에 다른걸로 바꾸지도 못하고  리모델링전 애들용 뽀로로 붙엿던거는 3년째 안떨어지더만 이건 뭐죠,나머지도 지금 상태가 영 불안해요불량인지 원래 이런건지 괜히 붙어잇는 애들 땜에 다른걸로 바꾸지도 못하고 ㅠ 리모델링전 애들용 뽀로로 붙엿던거는 3년째 안떨어지더만 이건 뭐죠 ㅋㅋㅋㅋㅋㅋㅋㅋ,이쁘긴이뻐요욕실바닥이 미끄러워서 샀는데이쁘긴 이뻐요 깔끔하고근데 몇개는 잘안붙는거같아요 ㅠ ㅠ,,,,,,
ANAL-211104-0263,0,P,1,좋아요,벌레,좋네요,들어,너무,12.97,6.47,5.61,4.57,4.44
ANAL-211104-0263,1,P,1,모르고 있던 제품인데우연히 알게 되어잘 사용하고 있어요아이디어 제품이네요벌레 완벽 차단많은 것 같아도 온집안 둘러둘러붙이다,많이 파세요,필요해서 삿는데덕분에  벌레인들어오고 좋아요,갯수가 많아서 좋긴한데 세로 크기가 조그만 더 컸으면 좋겠네요,이걸로 창문 물구멍 막고 나서 하루종일 창문 열어둬도 모기 걱정 없어서 좋아요,,,,,
ANAL-211104-0263,0,N,1,벌레,너무,방충망,물구멍,모기,6.89,5.29,4.91,4.26,3.82
ANAL-211104-0263,1,N,1,그리고 항상 스티커 방충망 구매하실때는 가운데 구멍이 잘 뚫려있는지 확인해야합니다,붙이기간편하고좋네요이거안붙이면 망충망해나도 벌레들이 이구멍으로들어와서 이걸로막고는 그나마 문열때 안심이에요,잘맞아요,물 잘빠지고 벌레안들어오게 생겼네요그런데 포장이 너무 과한거 같아요,가격이 조금 저렴하긴하지만 방충망크기가  커서 다시사고싶네요,,,,,
ANAL-211104-0153,0,P,0,너무,좋아요,아직,아기,디자인,21.23,11.49,5.73,5.22,4.27
ANAL-211104-0153,1,P,0,빠른배송도 좋았어요,사이즈가딱좋아요,내장펌프가 있어서 편하고 생각다 몇번 펌프질 안했는데 빵빵해졌어요,외출 목욕 평소 앉을때 다다 유용해요,너무너무 좋아요,,,,,
ANAL-211104-0153,0,N,0,너무,아직,다시,있어서,아기가,5.19,4.11,3.28,3.15,2.75
ANAL-211104-0153,1,N,0,폭신해서 아기가 편하게 앉아있네요,색도이쁘고 바람도 잘들어가는데 마감이 에 비해 많이 떨어지네요,목받침이 있어서 아직 어린아가도 잠시 앉을수있을지 알고 구매했는데백일 아가는 안되겠어요사진찍을때나 잠시 앉히는 용도인데베개같은걸 대도 힘드네요얼른 커서 사용해야겠어요제품은 좋아요,제가 뽑기를 잘못한건가요 어찌 의자 3개가 전부 불량인가요인스타광고보고 산건데 의자색깔은 이쁜데 애기가 불편해보여요너무 푹 묻혀있어서요,다시 온것도 완전 일자는 아니지만 그래도 처음것보다는 많이 나아서 사용하려구요디자인도 색도 맘에들고 아가도 잘 앉아잇네요감사합니다,,,,,
ANAL-211104-0153,1,P,0,곧 100일인 아기 앉히려고 주문했어요일단 색상 너무 예쁘구요심플한게 좋아서 보자마자 구매했어요아기도 앉기 편해하고 좋아하네요샵링크를 통해 구매했어요,아기첫소프트의자로사용하기가성비좋음첫째때도 썼던 소프트 의자의자 첫 사용하는 아가들이겐 어깨랑 목받침이 높은게 훨씬 안정적이라 재구매했습니당다만 첫번째 받았던 제품에 구멍이 나 있어서 교환받았는데 물건 사용하실때 잘 확인해봐야할듯,잘앉아있고안정적이에요,너무좋아요,,,,,,
ANAL-211104-0153,1,N,0,마감이아쉽네요첫번째 사진은 마감이 잘 돼어 있어요 두번째 사진 보시면 마감이 이상하네요사용에 불편한 점은 없지만 눈에 바로 보이는 곳이라 별로였어요,,,,,,,,,
ANAL-211104-0309,0,P,1,너무,좋아,아기가,아이가,애기가,3.95,2.69,2.62,2.14,1.93
ANAL-211104-0309,1,P,1,변기를 너무 좋아해서 스티커도 붙이고 장난감처럼 가지고 놀아요,안전하게 배송받았어요물소리가 나서 그런지 엄청 좋아해요아직 배변 훈련은 빠르지만아기가 자기 변기인거 아는지 앉았다가 일어났다가 물 내렸다가 장난감 넣었다가 계속 주변에서 놀아요너무 귀여워서 사진 첨부해용,화장실을 너무 사랑하는 아이라 장난감으로 구입했어요아이가 하루종일 가지고 놀아요,14개월 변기에 앉아서 물내리는거 까지 다 알더라구요,아기가조아해요,,,,,
ANAL-211104-0309,0,N,1,아기가,아이가,변기,제품,좋아해,3.11,2.11,1.4,1.33,1.07
ANAL-211104-0309,1,N,1,어린이집에 이 변기가 있는데 아이가 갑자기 거기서 배변훈련을 시작했다는 얘길 듣고 같은 제품으로 구매했어요,아직 본격적인 배변훈련 전이지만 아기가 좋아해요,아기가 화장실 변기에 앉으려고 해서 사줬는데 아기변기인줄 아는지 먼저 앉아서 물까지 내리네요,최대한 변기 비슷한애 찾았는데 아가드가 제일 비슷해요,변기랑 똑같이 생겨서 배변훈련에 더 도움이 될꺼같아요,,,,,
ANAL-211104-0309,1,P,1,배변훈련용으로구입배변훈련 시작하게 되어서 구입했는데 너무귀여워요 우선 앉는것 부터 하고있는데 소리도 나고 굿굿,두돌 앞둔 아기예요신기해서 앉아도 봤다가 다 분리도 시켜보고 다시 설치도 해보고 엄청 신났네요  응가 시늉도 하구요플라스틱이 너무 약해서 아기가 쓰다가 망가질까 좀 걱정인데 잘 써보겠습니다 ,,,,,,,,
ANAL-211104-0309,1,N,1,26개월아기쓸려고샀는데플라스틱이부실해요ㅜㅜ그냥 부실하네요하반품도 귀찮아그냥 쓰려고요,26개월아기쓸려고샀는데플라스틱이부실해요그냥 부실하네요하반품도 귀찮아그냥 쓰려고요,,,,,,,,
ANAL-211104-0028,0,P,1,좋아요,귀여워요,의자,,,1.66,1.47,1.23,,
ANAL-211104-0028,1,P,1,배송도 빠르고 좋습니다,귀여워요,네모난 다리에는 딱 안맞지만 색감이 귀여워요,예쁜데 저희집 의자가 얇아서 양말이 쏙빠져요,좋아요,,,,,
ANAL-211104-0028,0,P,1,귀여워요,귀엽,좋아,,,1.53,1.39,0.98,,
ANAL-211104-0028,1,P,1,4개씩세트로되어서쓸모있어요완전 이뻐요식탁의자 다리에서 소리가 나서 신겨봤는데소음도 거의 안나네요,4개가 1세트고 총 4세트가 들어있다는 걸 급하게 사느라 확인못했네요,혹시나해서 다른것도 몇번 갈라타봤지만 역시나 이것만한게 없었어요,귀엽고 무난합니다,,,,,,
ANAL-211104-0028,1,N,1,미루바닥 상처 노노,몇본의자빼면다빠져버림저는 이거 잔짜 비추예요 계속빠져 아침에 껴놓으면 저녁이면 다 양말을 벗고있어너무 화납니다,,,,,,,,
ANAL-211104-0313,0,P,0,배송도,빠르고,좋아요,좋네요,,1.9,1.42,1.29,0.8,
ANAL-211104-0313,1,P,0,사용편리하고 크기도 넉넉해서 좋아요좀 앏지만 충분합니다,잘받았어요,배송도 빠르고 커서 좋네요,,,,,,,
ANAL-211104-0209,0,P,1,좋아,,,,,1.0,,,,
ANAL-211104-0209,1,P,1,이거 사길 잘한 것 같아요,2리터는 좀 작은듯한데 걸쳐놓을수 있는정도예요,이쁘고 좋아요,싱크대 옆에 놓고 쓰기 좋아요,,,,,,
ANAL-211104-0209,1,N,1,우선 음식물 쓰레기통으로 쓰기에는 너무 작아요 싱크대하수구 받이가 들어가지 않아 옆으로 다 떨어져요 화장대 쓰레기 통으로 써야겠어요,이건 걍 사시면 됩니당,,,,,,,,
ANAL-211104-0209,1,P,1,크기도적당하고깔끔해서좋습니다요리하면서 나오는 쓰레기들 버리는 용도로 쓰기 좋습니다자쥐하면서 음식물 관리하기 힘들었는데 많이 편해졌어요크기는 자취하면서 사용하기 좋은 사이즈인것 같습니다 강추,,,,,,,,,
ANAL-211104-0209,1,N,1,써보니만족스럽네요요리할때 대충 비닐봉지에 음식물쓰레기를 모아놨다가 버리곤 했는데 미관상 보기도 좋지않고 날파리 때문에 비닐봉지를 묶어놔도 위생적이지 않더라구요그때그때 간단히 쓰고자 음식물쓰레기 스탠드를 사봤는데 결과적으로 아주 좋네요비닐봉지를 안에 끼우기만 하면 되고 무엇보다 뚜껑이 있다보니 너무 위생적이고 편리하네요진작 살걸 그랬다는 생각이 듭니다  고민하시는 분들은 사시면 후회하지 않으실것 같네요,,,,,,,,,
ANAL-211104-0163,0,P,0,좋아요,너무,디자인,20리터,깔끔,2.76,2.54,1.86,1.81,1.33
ANAL-211104-0163,1,P,0,디자인은 이쁜데 부피가 크고 그래도 좋아요,그리고 디자인이 정말 예뻐요 주방이 화이트톤이라서 더 잘어울리고 쓰레기통에 에스 고급지네요,크기는 커서20L봉지가 딱맞지않네요이거 빼고는 다좋네요,뚜껑도 스무스하게 열리고 디자인도 깔끔해서 좋아요,맙소사 너무 예뻐요쓰레기통이 예뻐요원래 매번 동그라미만 쓰다가 고장나서 네모난거사고싶었는데 오프라인에서는 20리터짜리 네모진건 잘 없더라구요배송도 좋고 상품도 다 좋네요지금까지 본 쓰레기통중 최고예요,,,,,
ANAL-211104-0163,0,N,0,봉투,,,,,1.0,,,,
ANAL-211104-0163,1,N,0,부드럽게 열리고 좋네요내부도 커서 좋아요하지만 20리터 쓰레기봉투 넣고 사용할려고 했는데 사각형의 모양이여서 그런지 봉투가 걸쳐지지 않아서 그 점이 아쉽네요,아 제품 측면이 찍혀있는 걸 받았어요너무 너무 짜증납니다 ㅠㅠ,,,,,,,,
ANAL-211104-0163,0,P,0,뚜껑,쓰레기통,있어,마음,,2.18,1.84,1.37,0.92,
ANAL-211104-0163,1,P,0,특히 뚜껑이 쾅쾅 안 닫히고 느리게 닫히는 기능이 제일 마음에 드네요잘 사용하겠습니다,댐퍼를 누르면 쓰레기통 뚜껑이 부드럽게 열리고 닫히는 것도 마음에 듭니다실용적이면서도 인테리어 효과까지 있어서 가성비가 좋은 제품이에요친척들이 놀러왔다가 쓰레기통이 예쁘다고 어디서 샀는지 물어봐서 괜히 기분이 좋았네요,예쁩니다쓰레기통없이 종량제 봉투에 그냥 담다가 하나 사봤어요예쁘고 심플해요,100점중80점박스 뾱뾱이 대충 해서 박스채로 배송하니 찌그러지고 칠 깨져있고디자인은 만족합니다,빠른배송 감사합니다,,,,,
ANAL-211104-0163,1,N,0,한가지문제가디자인색상크기 다괜찮은데 한가지문제가 있네요발판이 부실한건지 휴지통자체가 너무 가벼운건지 발판을 누를때마다 휴지통이 휘청거려요 기존꺼를 버려서 어쩔수없이 쓰긴하는데너무 불편하네요 ,최악이에요처음받고보니 박스는 터지고 너덜거리고 쓰레기통 뚜껑은 호일인지 찌그러져있어서 교환받았는데 똑같이요  주먹으로 펴봐도 찌글해요 귀찮아서 그냥 씁니다,배송문제였는지 찌그러져서 왔고20L봉투를 자주 사용해서산건데 봉투가 안들어가요디자인은 예쁜데 사용하기는 불편할거같아요 ,,,,,,,
ANAL-211104-0021,1,P,1,빠지지도 않고 저렴하고 너무 좋아요,의자발에딱맞아아주좋아요신축성이있어좋네요,,,,,,,,
ANAL-211104-0171,0,P,0,좋아요,선반,그릇,있어,너무,2.93,1.74,1.42,1.33,1.12
ANAL-211104-0171,1,P,0,너무좋아요,사고 싶었어요,길이 조절 제품들은 휜다  약하다는 평들이 많아서 구매를 미루다가 이 제품을 구매했는데 휘지도 않고 너무너무 좋아요,그릇 선반 이것 저것 사보니 도장 까짐이나 마감 지저분한것들 많고 표면이 까슬하거나 날카로운 스텐 선반도있더라구요장 사이즈에 맞는 선반 찾기도 힘든데 품질이 마음에 들지않아서 반품도 여러번했어요,좁은 주방에 수납할수 있어 좋아요,,,,,
ANAL-211104-0171,1,N,0,생각했던 것과는 좀다르네요  좀 허술한것같은데 사용하는데 불편함은 없는것 같아 그냥 사용하려고 합니다,배송 받았는데 까진부분이 많네요 교환하기 번거로워서 그냥 쓰는데 계속 신경은 쓰이네요,,,,,,,,
ANAL-211104-0171,1,P,0,좋은것같아요처음 받았을때 제품 하나가 다리가 한쪽밖에 없어 불량인가 했는데이게 신의 한수같습니다제품이 두개가 한 세트라 겹쳐서  길이 조절은 하는거기 때문에다리가  두개씩 있었으면 하단부에 접시등 그릇을 보관할때 공간이 애매했을것 같은데  중간에 다리가 하나만 있으니 공간 사용감이 훨씬 좋은것 같습니다잘구매한것 같습니다,가격대비괜찮네요깔끔해요  일단 디자인 깔끔하구요만족합니다,냄비정리하고싶은분은꼭사세요삶의질이달라져요이 제품 사고나서주방 정리가 너무 쉬워졌어요후라이팬이랑 냄비 정리가 그렇게 안되고 쓸때마다 짜증났는데이 제품 쓰고 나니 냄비 높이 맞춰서 정리하기 좋아졌어요진작 살걸 후회되네요빨리 사세요 강추합니다,,,,,,,
ANAL-211104-0171,1,N,0,배송이 한세트만오고 배송상태 너무 별로였지만 상품은 좋으네요상품이 파손되어왔다면 최악이었을거같아요추가로 구매하고싶은데 또 그렇게 배송될거같아  망설여지네요,,,,,,,,,
ANAL-211104-0077,0,P,1,좋아요,만족합니다,좋네요,빠르고,배송,16.95,5.89,4.05,3.75,3.31
ANAL-211104-0077,1,P,1,배송빠르고상품도 좋고,튼튼한게 좋네요,아직도 부착할 곳이 많아 재구매 예정입니다,좋아요,재구매입니다,,,,,
ANAL-211104-0077,0,N,1,아기가,너무,좋아요,못열어요,아이가,4.45,2.85,2.05,1.87,1.22
ANAL-211104-0077,1,N,1,종류별로 하나씩 사봤는데 이건 어디에 써야할지,덜렁거릴때 성격급하게 열려고했더니 걸고리가 뜯어져서 재구매했어오,아가들 얼굴 조심해야해요,재구매일단 만든날짜가 너무 오래된게 왔고  다른 제품에 비해 포장도 대충한것처럼 허술했어요,아기 키우는 집에 필요한걸 한꺼번에 사서 좋았네요,,,,,
ANAL-211104-0077,0,P,1,좋아요,아기가,자꾸,열고,열기,6.45,5.45,3.4,3.06,3.02
ANAL-211104-0077,1,P,1,9개월애기가 이제 서랍을 열줄 알아서 구매했습니다튼튼하고 좋습니다,접착력은생각보다떨어지는거같애요 구매동기 아기가자꾸냉장고문을열기시작할주알면서부터너무열어재껴가꼬 안전잠금이를구매하게되었네요,첫째아이때 써봤던터라 고민없었고요 다만 흠이 있다면 처음에 구매하고 사용할땐 빡빡해서 열기 힘드네요,그래도 10개월아가는 열수없으니 만족해요,그래도 아가들 잠깐 키울때 사용하기좋아요3,,,,,
ANAL-211104-0077,0,N,1,그냥,아기가,너무,무당벌레,아이가,5.44,4.79,4.01,3.04,2.88
ANAL-211104-0077,1,N,1,싱크대 열면 바로 떨어져요,무당벌레  씽크대 가구랑도 잘 어울려요끈끈이 자국 님을까 걱정되서 설치 미뤘는데 한번 붙였다,울퉁불퉁한 면에는 잘 안붙어요하필 저희집 싱크대가 모두 울퉁불퉁 해요,집에 이중문을 자꾸 고양이나 애기가 열고 신발장에서 놀아서 고정하려고 샀는데 좋아요,둘째아이가 사고치기 시작하고  해서 시댁에도 붙이고 하려고 오랜만에 구매하게 되었네요,,,,,
ANAL-211104-0157,0,P,1,설치,,,,,1.0,,,,
ANAL-211104-0157,1,P,1,간편한 설치로 든든한 방범 창문이 됐어요,생각보다 더 단단하고 안정감 있게 잡아주네요,좋긴한데 한번 설치하면 제거하기가 어렵다는게 좀 아쉬워요,아들이 자꾸 창문을 열어서 높은데 위험해서 쿠팡 뒤적거리다 발견혹시나 잘될까 기대안했는데진짜 잘산것같아요,좋네요,,,,,
ANAL-211104-0157,0,N,1,접착력이,아이가,후기,너무,여는,2.1,2.01,2.0,1.73,1.46
ANAL-211104-0157,1,N,1,그런데 두 개의 걸림쇠 중에서 한 개가 고장이 나서 유리창과 유리창 사이에서 덜렁거리게 되었고 그게 걸려서 열리지도 닫히지도 않게 되어서 자와 칼을 밀어넣어 수 시간 난리를 친 끝에 간신히 해체했습니다,잠금클락이 헛돌아서 살펴보려는데 그와중에 접착력이 좋아서 뗄 수도 없네요휴 나머지는 정상적으로 잘 사용하고 있습니다,부착전 신중하게 생각하시고 붙이세요왠만큼 세게 열어제끼지 않는이상 않떨어질듯한데기왕임 아주 여는 시작점에 붙이세요안그러면 고정이 테잎인점으로 보아 조금열다가 탁탁 부딪히는게 중복되면 언제가는 떨어질수도 있지 싶어요,제가 밀면 밀리는데 딸래미가 밀면 안 밀리네요추가 628떨어졌어요,,,,,,
ANAL-211104-0048,0,P,1,좋아요,감사합니다,좋네요,재구매,너무,31.66,9.69,8.27,6.8,5.33
ANAL-211104-0048,1,P,1,폭신하고 부드러워서 아이가 쿵 해도 안심이 될것 같아요,아가드꺼가 제일좋아요,좋아요,품질이  맘에들어요,재구매재구매 했어요,,,,,
ANAL-211104-0048,0,N,1,접착력이,테이프,아쉽네요,떨어,좋은데,3.28,2.54,2.36,2.09,2.06
ANAL-211104-0048,1,N,1,인간적으로 배송이 너무 느렸음,좁은데 붙이기에는 좋은데 양면테이프를 모서리보호대에 붙이는게 좀 어려워요,아기가 키가 자라면서 식탁에 부딪히더라구요,푹신해서 부딪혀도 안 아파요,재구매하루지나니까 다떨어져요,,,,,
ANAL-211104-0048,0,P,1,좋아요,모서리,너무,아기가,얇아서,15.32,8.89,8.22,6.35,6.16
ANAL-211104-0048,1,P,1,고급형 초슬림 둘 다 구매하여 사용하였는데 확실히 초슬림은 많이 약해요,접착력좋고푹신해요한 줄당 길고 얇은 양면테이프 한개 주시고요 붙이면 쓰기 좋아요,초슬림이 있는것을 모르고 처음에는 제일 두꺼운것으로 했는데 나중에 미관상 좋지 않고초슬림만으로도 보호가 됨을 알고 요즘은 초슬림을 사용중입니다물론 아이가 어릴수록 두꺼운 타입을 쓰며 더 확실히 보호는 됩니다,길이 맞춘다고 당겨서 붙이면 다음날 백퍼 떨어져요당기지 말고 그대로 붙여야 해요색상도 마음에 들고 인테리어 많이 해치지 않아 좋네요,하지마 서랍장 작은 모서리에 쓰기에는 좋아요,,,,,
ANAL-211104-0048,0,N,1,너무,아기가,붙이,자꾸,떨어,14.14,7.63,6.11,5.87,5.26
ANAL-211104-0048,1,N,1,제품은 맘에 드는데 붙이려면 개인이 일일이 양면테잎을 붙여서 사용해야 한다는 점이 너무 번거롭긴 하네요,쉽게 떨어지네요,얇아서 붙이기 좋아요,일주일동안 베란다에 두고 냄새빼는데전혀 안 빠져요가구에 붙이면 아기가 매달려서 빨까봐 붙이지를 못 하겠어요,모서리에 붙이긴 적합하나 견고하진 않아서 아기가 잡아뜯으니 금방 뜯기네요,,,,,
ANAL-211104-0072,0,P,0,아기,좋아요,너무,머리,아직,20.86,20.78,15.15,13.46,11.64
ANAL-211104-0072,1,P,0,잘받았습니다,코로나라 미용실 가기도걱정되고 배넷머리 밀어주기 위해서 구매했어요근데 너무 좋아요,6세 아이  4개월 아이  아빠에게도 잘라주었어요,잘랐는데 소음이나 진동도 적은편이어서 아기가 울지 않고 빠르게 자를 수 있어 좋아요초보맘인데도 예쁘게 머리 잘 다듬어지네요,이발에 필요한 용품들도 다 있어서 추가구입 안해도 되구요,,,,,
ANAL-211104-0072,0,N,0,머리,아기,너무,미용실,집에서,8.31,8.26,7.77,5.49,5.38
ANAL-211104-0072,1,N,0,코로나라 미용실 데려가기도 그렇고 엄청 울것 같아서 고민하다가 구매했습니다,제일 긴 걸로 7개월 아들 옆머리만 살짝 잘라줬는데 너무 소심하게 잘라서  좀 더 마음먹고 잘라보려해요,시끄럽지 않아서 아이가 싫어하지 않네요,다들 좋다고해서 구입해봤어요90일 남자아기인데 요즘 코로나때문에미용실 가기도 조금 그렇고  배냇버리도 밀고틈틈히 집에서 잘라주고 싶어서 구입했어요작동법도 어렵지 않고 소리도 크지않아서애들이 놀라하지 않아요,돌아기인데 미용실 가면 괜히 더 무서워하고 울까봐 집에서 셀프로 깎이자 싶었는데아가드 이발기 덕분에 손쉽게 했어요절삭력도 좋고 끼우는 빗이 있어서 길이 맞춰 자르기도 좋네요,,,,,
ANAL-211104-0072,1,P,0,사용은편한데힘들었어요ㅋㅋ앞에 길이조절하는 것도 교체가 편하고 충전이 되어있어 바로 사용할수있었어요 아이 머리에 날을 바로 대고 사용했는데 다침없이 울지않고 사용했구요 목욕하면서 나머지 정리해줬는데 문제는 아이가 너무 움직인다는점가운 필요없고 빗도 필요없고 ㅋㅋㅋ그냥 일단 들이밀어 잘랐어요 ㅋㅋㅋ가운스펀지빗청소브러쉬오일충전케이블설명서등 필요한것들이 다 있어서 편해요청소시엔 날을 밀면 분리된다하는데 전 안되어서 신랑한테 부탁해서 청소는 못했봤어요날 분리하는게 전 어려웠어요,코로나이기도 하고아직 어려서 어차피 미용실가도 울고불고 할거 같아서 구매해봤구요 더 오랫동안 다듬고 싶었지만 중간에 짜증내서 자르다 말았는데 만족해요 여름에 땀많이 날텐데 조금씩 수시로 다듬으면 될 것 같아요저소음으로 검색하다가 구매한건데소리에 예민해서 청소기돌리면 우는애라 걱정했는데 괜찮았어요가격이 저렴해서 한번만 써도 이미 본전은 뽑았다고 생각합니다,아기가소리에울쭐알았는데안울고잘했어요7개월아기,좋습니다아이가 미용실가서 머리안짜른다해서 주문해서 짤라줬는데 안무서워했습니다잘 밀리고 좋아요,추천해용배송빠르구요제품상태좋아요집에서아기머리이발해주려고구매했어요가격도착하게잘샀어용주변에선물용으로도너무좋아요,,,,,
ANAL-211104-0047,0,P,1,좋아요,좋습니다,배송,좋네요,만족합니다,21.51,6.37,5.92,5.91,5.54
ANAL-211104-0047,1,P,1,투명해서 깔끔하구요,재구매좋아요,인테리어를 망치지않아서좋네요,가구 모서리에 자꾸 부딪히고 아기도 위험해보여서 구매했어요,싣탁에 붙였어요,,,,,
ANAL-211104-0047,0,N,1,너무,접착력이,모서리,양면,좋은데,6.47,5.92,2.98,2.84,2.8
ANAL-211104-0047,1,N,1,반대로 돌돌말려있어서붙이면 바로 떨어지네요,냉장고 문이 자꾸 모서리에 부딪혀서 보호하려고 모서리에 붙였는데 감쪽 같네요,배송도 빠르고 재질도 좋아 만족했습니다만 따로 동봉해 준 양면테이프가 접착력이 너무 떨어지네요,같이온 양면테잎은 접착력하나도없구요,깨끗하게 다 붙으면 좋은데 부분부분 떨어지는 것이 있어서 얼룩덜룩하게 보이는게 좀 안좋아요,,,,,
ANAL-211104-0047,0,P,1,좋아요,아기가,너무,모서리,붙이,16.61,6.12,6.03,5.91,4.25
ANAL-211104-0047,1,P,1,말려있던 관성 때문에 짧은 부분에 부착시 말려서 자꾸 떨어집니다,두깨가 좀 있는 편이네요아이가 짚고 일어서는 시기라서 꼭 필요할거 같아 구매했어요,3m 접착 테이프를 별도 구매하게 해주시는 센스다른 제품 사시라고 꼭 말씀 드립니다,티비다이 불안불안했는데 이거 붙이고 아기가 살짝 머리쿵했는데 울지도 않네요,이제마음이놓여요아주좋아요가구에 안전 장치로 딱이네요,,,,,
ANAL-211104-0047,0,N,1,아기가,너무,좋아요,자꾸,모서리,7.36,7.09,3.4,3.21,3.03
ANAL-211104-0047,1,N,1,아기가 기어다니다가 앉아 놀기 시작했어요이 말인 즉슨 집의 인테리어가 하나 둘 파괴된다는 뜻이겠죠시작은 모서리방지를 붙이는 것부터네요,푹신한거 하니 아기가 자꾸 뜯어 삼켜서이걸로 주문해봤어요같이 동봉된게 일반 양면테이프가 아니라서 좋은거같아요그냥 공작가위로 자르기엔 힘좀 들어요,투명이라 여기저기 붙여도 부담없고 어떤가구와도 잘어울려요걸음마 시작하는 아기 위해서 집안에 붙이고 있어요폭신하진 않아요,몇달 잘붙여놧는데 어느순간 발견하고 뜯어버렸네요,투명해서 괜찮은데  접착력이 아쉽네요,,,,,
ANAL-211104-0083,0,P,1,좋아요,좋네요,콘센트,아기가,생각보다,3.9,2.04,1.95,1.74,1.45
ANAL-211104-0083,1,P,1,기본 콘센트사이즈인데,좋아요,애기가못만져요이제자꾸코드뽑아서골치아팟는데 좋아며좋아요좋아요좋아요좋아요좋아요좋아요좋아요,그런데 뚜껑이 너무 열기 쉬워서 아이가 열고 선을 만지고 빼요뚜껑만 좀 튼튼하길요,엄청 튼튼해 보이진 않아요그래도 괜찮아요,,,,,
ANAL-211104-0083,0,N,1,사이즈가,콘센트,만족합,안맞아,샀는데,2.23,2.11,1.12,1.06,1.01
